種別,提供元,タイトル,リンク,発行日時,サマリ,エリア(都道府県)
,青森放送,再開発事業　完成予想図　公開（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200914-00000557-rab-l02&source=rss,2020-09-14T10:15:25.000Z,　青森市中心商店街の再開発事業です。　再開発組合は新町２丁目に複合施設２棟を整備する計画で完成予想図を公開しました。　建物の老朽化に伴い再開発事業が進められているのは新町通りに面した角弘本社一,青森県
,青森放送,映画「いとみち」　制作を報告（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200914-00000527-rab-l02&source=rss,2020-09-14T10:04:18.000Z,　板柳町の女子高生が主人公の小説を映画化する「いとみち」です。　ロケが１６日から始まるのを前に青森市出身の横浜聡子監督が弘前市長に制作の報告をしました。　横浜監督は映画「いとみち」の台本を持っ,青森県
,青森放送,映画監督から動画制作学ぶ（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200914-00000251-rab-l02&source=rss,2020-09-14T03:04:14.000Z,地元の魅力を発信しようと活動する高校生たちが青森市でプロの映画監督から動画の制作方法を学びました。青森市のＮＰＯ法人日本人財発掘育成協会は「青森の魅力発信プロジェクト」と題して高校生に地元の魅力を,青森県
,青森放送,県連は菅官房長官２票　石破元幹事長１票（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200913-00000335-rab-l02&source=rss,2020-09-13T09:35:47.000Z,自民党県連は１３日、党員などによる総裁選予備選挙の開票を行い菅官房長官が２票、石破元幹事長が１票を獲得しました。予備選挙は今月８日に告示された総裁選挙で自民党県連に割り当てられた３票の投票先を決め,青森県
,青森放送,栗原心平さん　青森の食文化の魅力伝える（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200913-00000182-rab-l02&source=rss,2020-09-13T02:01:03.000Z,テレビの料理番組などで活躍している料理家栗原心平さんのトークショーがオンラインで開かれ、青森の食文化の魅力を伝えていました。青森市と東京をオンラインで結んだ栗原心平さんのトークショーは「あおもり食,青森県
,青森放送,あおもりスポーツアカデミー　有望選手の発掘へ（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200912-00000281-rab-l02&source=rss,2020-09-12T04:24:43.000Z,　青森県で開催予定の国民スポーツ大会に向けて小中学生の中から有望選手を発掘するためのスポーツ教室が今年度も青森市で始まりました。　教室は青森県で開催予定の国民スポーツ大会の主力選手を発掘するため,青森県
,青森放送,青森・ソウル線　冬ダイヤも運休（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200912-00000182-rab-l02&source=rss,2020-09-12T01:41:08.000Z,　新型コロナウイルスの影響で運休している青森・ソウル線は冬のダイヤが終わる２０２１年３月まで運休期間が延長されました。　大韓航空は１０月２４日までとしていた青森・ソウル線の運休期間を冬ダイヤが始,青森県
,青森放送,つがる市危険運転　受刑者と同乗者に賠償請求（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200911-00000383-rab-l02&source=rss,2020-09-11T08:54:03.000Z,　２０１８年つがる市で起きた飲酒運転の車による多重事故で、犠牲になった男性の遺族が損害賠償を求め提訴したことがわかりました。　危険運転致死傷の罪で懲役２０年の実刑判決が確定した男とその同乗者２人に対,青森県
,青森放送,東北初　１２月導入　パートナーシップ宣誓制度（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200911-00000488-rab-l02&source=rss,2020-09-11T08:50:18.000Z,　同性のカップルを婚姻に相当する関係と認める「パートナーシップ宣誓制度」を弘前市が１２月から導入します。　導入されるのは東北では初めてとなります。　これは１１日行われた弘前市議会の一般質問で櫻,青森県
,青森放送,青森高校１２０周年　次の時代へ決意新たに（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200911-00000386-rab-l02&source=rss,2020-09-11T08:50:06.000Z,　県立青森高校の創立１２０周年を祝う式典が１１日、青森市で開かれ出席者が次の時代に向けて決意を新たにしていました。　式典には来賓や教職員、それに３年生などおよそ４００人が出席しました。　感染防,青森県
,青森放送,東京２０２０　全国ホストタウン会議（青森県）(青森放送),https://headlines.yahoo.co.jp/hl?a=20200911-00000207-rab-l02&source=rss,2020-09-11T03:17:49.000Z,東京オリンピック・パラリンピックの海外の選手団を受け入れる全国のホストタウンと国とのオンライン会議が開かれ感染症対策などについて意見を交わしました。オンライン会議には東京２０２０に参加する国と交流,青森県
,秋田放送,秋田火力発電所　ドローンで点検自動化実験（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010003-absakita-l05&source=rss,2020-09-17T10:15:42.000Z,秋田火力発電所の設備の点検パトロールをドローンを使って自動で行う実験が公開されました。点検にかかる負担を減らそうと東北電力では実験を重ね、3年後の本格導入を計画しています。東北電力が16日に公開し,秋田県
,秋田放送,県知事選　佐竹知事は12月議会で態度表明（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010002-absakita-l05&source=rss,2020-09-17T10:13:07.000Z,来年春の県知事選挙をめぐり、県議会で佐竹知事の出馬に関する質問が相次ぎました。佐竹知事は12月議会で最終的な態度を表明する考えを示しました。17日、一般質問が始まった県議会。佐竹知事は、来年春の県,秋田県
,秋田放送,職員感染の介護施設　入所者職員は全員陰性（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010001-absakita-l05&source=rss,2020-09-17T04:25:11.000Z,職員1人が新型コロナウイルスに感染したことがわかった秋田県大仙市の特別養護老人ホームで、これまでに入所者・職員130人のPCR検査が行われ、全員陰性となりました。県によりますと、大仙市にある特別養,秋田県
,秋田放送,出身地では花火も　菅首相誕生を祝福（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200917-00010000-absakita-l05&source=rss,2020-09-17T04:21:44.000Z,自民党総裁の菅義偉氏が総理大臣に就任したことを祝い、16日夜、出身地の秋田県湯沢市では花火が打ち上げられ、秋田出身者初の総理大臣誕生を盛大に祝いました。16日夜、湯沢市秋ノ宮にある菅総理の実家の前,秋田県
,秋田放送,高校ラグビー　県予選抽選会（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010004-absakita-l05&source=rss,2020-09-16T10:23:18.000Z,　全国高校ラグビーの県大会＝花園予選が10月開幕します。16日は組み合わせ抽選が行われました。　今年は節目の100回大会。優勝チームだけでなく準優勝チームにも花園出場の可能性があります。　抽選会,秋田県
,秋田放送,大館市特産の中山なし　小学生が収穫体験（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010003-absakita-l05&source=rss,2020-09-16T10:20:25.000Z,　大館市特産のナシ「中山なし」が収穫時期を迎えています。今年はよりみずみずしく大きなナシが多いということです。　16日は地元の小学生が農家の指導を受けながら収穫を体験しました。　ナシ農園を訪れた,秋田県
,秋田放送,イコモス現地調査終え文化庁が会見（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010002-absakita-l05&source=rss,2020-09-16T10:17:16.000Z,　「北海道・北東北の縄文遺跡群」の世界文化遺産登録に向け重要な判断基準となる諮問機関の現地調査が15日終了しました。　現地調査の終了にあたり文化庁と4道県の担当者が青森市で記者会見を行いました。,秋田県
,秋田放送,立憲民主党県連　代表に緑川氏（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010001-absakita-l05&source=rss,2020-09-16T04:23:13.000Z,野党の合流新党、立憲民主党が15日正式に発足し、秋田県組織の代表には衆議院議員の緑川貴士氏が就任することが決まりました。野党の合流新党、立憲民主党の結党大会が15日都内で開かれ、衆参あわせて150,秋田県
,秋田放送,菅氏　県出身者初の首相選出へ（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200916-00010000-absakita-l05&source=rss,2020-09-16T04:21:26.000Z,自民党の総裁となった、秋田県湯沢市出身の菅義偉氏が、16日午後、国会で指名され第99代内閣総理大臣に就任する見通しです。秋田県出身者の総理大臣就任は初めてです。14日、自民党の総裁選挙で新たな総,秋田県
,秋田放送,範囲を広げて検査実施（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010005-absakita-l05&source=rss,2020-09-15T10:31:39.000Z,14日、県内で初めて介護施設で働く職員が新型コロナウイルスに感染していることが確認されました。施設の定員と職員は150人以上。重症化リスクが高いことから県は、通常より範囲を広げて検査を行う考えです,秋田県
,秋田放送,熱中症で救急搬送　1週間に46人（秋田県）(秋田放送),https://headlines.yahoo.co.jp/hl?a=20200915-00010004-absakita-l05&source=rss,2020-09-15T10:29:23.000Z,13日までの1週間に県内で熱中症で救急搬送された人は46人にのぼりました。このうち横手市では90代の女性が熱中症で死亡しました。9月に熱中症による死者が出るのは2010年以来となります。県総合,秋田県
